FID,AFFGEOID,TRACTCE,ST,STATE,ST_ABBR,STCNTY,COUNTY,FIPS,LOCATION,AREA_SQMI,E_TOTPOP,M_TOTPOP,E_HU,M_HU,E_HH,M_HH,E_POV,M_POV,E_UNEMP,M_UNEMP,E_PCI,M_PCI,E_NOHSDP,M_NOHSDP,E_AGE65,M_AGE65,E_AGE17,M_AGE17,E_DISABL,M_DISABL,E_SNGPNT,M_SNGPNT,E_MINRTY,M_MINRTY,E_LIMENG,M_LIMENG,E_MUNIT,M_MUNIT,E_MOBILE,M_MOBILE,E_CROWD,M_CROWD,E_NOVEH,M_NOVEH,E_GROUPQ,M_GROUPQ,EP_POV,MP_POV,EP_UNEMP,MP_UNEMP,EP_PCI,MP_PCI,EP_NOHSDP,MP_NOHSDP,EP_AGE65,MP_AGE65,EP_AGE17,MP_AGE17,EP_DISABL,MP_DISABL,EP_SNGPNT,MP_SNGPNT,EP_MINRTY,MP_MINRTY,EP_LIMENG,MP_LIMENG,EP_MUNIT,MP_MUNIT,EP_MOBILE,MP_MOBILE,EP_CROWD,MP_CROWD,EP_NOVEH,MP_NOVEH,EP_GROUPQ,MP_GROUPQ,EPL_POV,EPL_UNEMP,EPL_PCI,EPL_NOHSDP,SPL_THEME1,RPL_THEME1,EPL_AGE65,EPL_AGE17,EPL_DISABL,EPL_SNGPNT,SPL_THEME2,RPL_THEME2,EPL_MINRTY,EPL_LIMENG,SPL_THEME3,RPL_THEME3,EPL_MUNIT,EPL_MOBILE,EPL_CROWD,EPL_NOVEH,EPL_GROUPQ,SPL_THEME4,RPL_THEME4,SPL_THEMES,RPL_THEMES,F_POV,F_UNEMP,F_PCI,F_NOHSDP,F_THEME1,F_AGE65,F_AGE17,F_DISABL,F_SNGPNT,F_THEME2,F_MINRTY,F_LIMENG,F_THEME3,F_MUNIT,F_MOBILE,F_CROWD,F_NOVEH,F_GROUPQ,F_THEME4,F_TOTAL,E_UNINSUR,M_UNINSUR,EP_UNINSUR,MP_UNINSUR,E_DAYPOP
-1,1400000US44001030100,030100,44, Rhode Island,RI,44001, Bristol,44001030100,"Census Tract 301, Bristol County, Rhode Island",1.688446440000000,4774.000000000000000,204.000000000000000,1979.000000000000000,70.000000000000000,1844.000000000000000,116.000000000000000,88.000000000000000,71.000000000000000,118.000000000000000,58.000000000000000,44204.000000000000000,5244.000000000000000,119.000000000000000,60.000000000000000,852.000000000000000,117.000000000000000,1304.000000000000000,138.000000000000000,525.000000000000000,121.000000000000000,95.000000000000000,50.899999999999999,503.000000000000000,297.800000000000010,52.000000000000000,64.599999999999994,259.000000000000000,82.900000000000006,0.000000000000000,12.000000000000000,38.000000000000000,59.200000000000003,162.000000000000000,69.000000000000000,57.000000000000000,38.000000000000000,1.900000000000000,1.500000000000000,5.100000000000000,2.400000000000000,44204.000000000000000,5244.000000000000000,3.700000000000000,1.900000000000000,17.800000000000001,2.500000000000000,27.300000000000001,2.600000000000000,11.000000000000000,2.500000000000000,5.200000000000000,2.700000000000000,10.500000000000000,6.200000000000000,1.200000000000000,1.400000000000000,13.100000000000000,4.200000000000000,0.000000000000000,1.800000000000000,2.100000000000000,3.200000000000000,8.800000000000001,3.600000000000000,1.200000000000000,0.800000000000000,0.037200000000000,0.144600000000000,0.112500000000000,0.099200000000000,0.393500000000000,0.020800000000000,0.694200000000000,0.867800000000000,0.289300000000000,0.293400000000000,2.144600000000000,0.553700000000000,0.421500000000000,0.409100000000000,0.830600000000000,0.421500000000000,0.648800000000000,0.000000000000000,0.677700000000000,0.562000000000000,0.624000000000000,2.512400000000000,0.665300000000000,5.881100000000000,0.329200000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,229.000000000000000,132.000000000000000,4.800000000000000,2.800000000000000,3000.000000000000000
-1,1400000US44001030200,030200,44, Rhode Island,RI,44001, Bristol,44001030200,"Census Tract 302, Bristol County, Rhode Island",1.761893470000000,3139.000000000000000,202.000000000000000,1325.000000000000000,45.000000000000000,1230.000000000000000,69.000000000000000,89.000000000000000,56.000000000000000,157.000000000000000,68.000000000000000,40076.000000000000000,6136.000000000000000,75.000000000000000,51.000000000000000,527.000000000000000,90.000000000000000,741.000000000000000,95.000000000000000,295.000000000000000,110.000000000000000,77.000000000000000,52.399999999999999,179.000000000000000,289.199999999999990,62.000000000000000,96.000000000000000,9.000000000000000,18.399999999999999,0.000000000000000,12.000000000000000,0.000000000000000,17.000000000000000,34.000000000000000,25.000000000000000,1.000000000000000,5.000000000000000,2.800000000000000,1.800000000000000,8.800000000000001,3.600000000000000,40076.000000000000000,6136.000000000000000,3.500000000000000,2.300000000000000,16.800000000000001,2.700000000000000,23.600000000000001,2.600000000000000,9.400000000000000,3.400000000000000,6.300000000000000,4.200000000000000,5.700000000000000,9.199999999999999,2.000000000000000,3.200000000000000,0.700000000000000,1.400000000000000,0.000000000000000,2.600000000000000,0.000000000000000,1.400000000000000,2.800000000000000,2.100000000000000,0.000000000000000,0.200000000000000,0.078500000000000,0.500000000000000,0.191700000000000,0.090900000000000,0.861100000000000,0.133300000000000,0.624000000000000,0.727300000000000,0.169400000000000,0.392600000000000,1.913200000000000,0.405000000000000,0.210700000000000,0.553700000000000,0.764500000000000,0.400800000000000,0.165300000000000,0.000000000000000,0.000000000000000,0.181800000000000,0.136400000000000,0.483500000000000,0.012400000000000,4.022200000000000,0.070800000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,113.000000000000000,53.000000000000000,3.600000000000000,1.700000000000000,4836.000000000000000
-1,1400000US44001030300,030300,44, Rhode Island,RI,44001, Bristol,44001030300,"Census Tract 303, Bristol County, Rhode Island",2.343435660000000,4517.000000000000000,179.000000000000000,1756.000000000000000,70.000000000000000,1647.000000000000000,84.000000000000000,70.000000000000000,66.000000000000000,124.000000000000000,63.000000000000000,48481.000000000000000,3835.000000000000000,129.000000000000000,71.000000000000000,659.000000000000000,76.000000000000000,1262.000000000000000,101.000000000000000,438.000000000000000,102.000000000000000,51.000000000000000,54.299999999999997,458.000000000000000,275.199999999999990,9.000000000000000,48.299999999999997,11.000000000000000,23.300000000000001,0.000000000000000,12.000000000000000,0.000000000000000,17.000000000000000,56.000000000000000,62.000000000000000,12.000000000000000,31.000000000000000,1.500000000000000,1.500000000000000,5.000000000000000,2.400000000000000,48481.000000000000000,3835.000000000000000,4.300000000000000,2.300000000000000,14.600000000000000,1.600000000000000,27.899999999999999,1.900000000000000,9.699999999999999,2.200000000000000,3.100000000000000,3.300000000000000,10.100000000000000,6.100000000000000,0.200000000000000,1.100000000000000,0.600000000000000,1.300000000000000,0.000000000000000,2.000000000000000,0.000000000000000,1.000000000000000,3.400000000000000,3.700000000000000,0.300000000000000,0.700000000000000,0.028900000000000,0.136400000000000,0.058300000000000,0.124000000000000,0.347600000000000,0.012500000000000,0.450400000000000,0.888400000000000,0.181800000000000,0.095000000000000,1.615700000000000,0.227300000000000,0.405000000000000,0.169400000000000,0.574400000000000,0.289300000000000,0.157000000000000,0.000000000000000,0.000000000000000,0.219000000000000,0.384300000000000,0.760300000000000,0.053700000000000,3.298000000000000,0.025000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,213.000000000000000,156.000000000000000,4.700000000000000,3.400000000000000,2763.000000000000000
-1,1400000US44001030400,030400,44, Rhode Island,RI,44001, Bristol,44001030400,"Census Tract 304, Bristol County, Rhode Island",2.421344100000000,3860.000000000000000,160.000000000000000,1456.000000000000000,47.000000000000000,1347.000000000000000,61.000000000000000,51.000000000000000,41.000000000000000,84.000000000000000,47.000000000000000,80844.000000000000000,12060.000000000000000,26.000000000000000,24.000000000000000,576.000000000000000,82.000000000000000,1170.000000000000000,112.000000000000000,225.000000000000000,87.000000000000000,55.000000000000000,38.100000000000001,183.000000000000000,258.500000000000000,0.000000000000000,48.000000000000000,0.000000000000000,17.000000000000000,0.000000000000000,12.000000000000000,0.000000000000000,17.000000000000000,42.000000000000000,43.000000000000000,18.000000000000000,11.000000000000000,1.300000000000000,1.100000000000000,4.700000000000000,2.600000000000000,80844.000000000000000,12060.000000000000000,1.000000000000000,0.900000000000000,14.900000000000000,2.100000000000000,30.300000000000001,2.600000000000000,5.800000000000000,2.200000000000000,4.100000000000000,2.800000000000000,4.700000000000000,6.700000000000000,0.000000000000000,1.300000000000000,0.000000000000000,1.200000000000000,0.000000000000000,2.400000000000000,0.000000000000000,1.300000000000000,3.100000000000000,3.100000000000000,0.500000000000000,0.300000000000000,0.020700000000000,0.107400000000000,0.000000000000000,0.016500000000000,0.144600000000000,0.000000000000000,0.466900000000000,0.950400000000000,0.041300000000000,0.186000000000000,1.644600000000000,0.243800000000000,0.136400000000000,0.000000000000000,0.136400000000000,0.045500000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.202500000000000,0.491700000000000,0.694200000000000,0.041300000000000,2.619800000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,1.000000000000000,0.000000000000000,0.000000000000000,1.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,1.000000000000000,40.000000000000000,40.000000000000000,1.000000000000000,1.000000000000000,2308.000000000000000
-1,1400000US44001030500,030500,44, Rhode Island,RI,44001, Bristol,44001030500,"Census Tract 305, Bristol County, Rhode Island",0.581299730000000,2997.000000000000000,251.000000000000000,1699.000000000000000,81.000000000000000,1433.000000000000000,111.000000000000000,422.000000000000000,177.000000000000000,160.000000000000000,74.000000000000000,24606.000000000000000,3499.000000000000000,349.000000000000000,137.000000000000000,320.000000000000000,65.000000000000000,550.000000000000000,158.000000000000000,512.000000000000000,136.000000000000000,172.000000000000000,78.000000000000000,177.000000000000000,348.000000000000000,88.000000000000000,69.900000000000006,99.000000000000000,59.200000000000003,0.000000000000000,12.000000000000000,8.000000000000000,17.000000000000000,195.000000000000000,69.000000000000000,11.000000000000000,14.000000000000000,14.100000000000000,5.700000000000000,8.400000000000000,3.800000000000000,24606.000000000000000,3499.000000000000000,15.500000000000000,5.800000000000000,10.699999999999999,2.200000000000000,18.399999999999999,5.000000000000000,17.100000000000001,4.400000000000000,12.000000000000000,5.400000000000000,5.900000000000000,11.600000000000000,3.100000000000000,2.400000000000000,5.800000000000000,3.500000000000000,0.000000000000000,2.000000000000000,0.600000000000000,1.200000000000000,13.600000000000000,4.700000000000000,0.400000000000000,0.500000000000000,0.628100000000000,0.446300000000000,0.716700000000000,0.681800000000000,2.472900000000000,0.675000000000000,0.247900000000000,0.343000000000000,0.863600000000000,0.706600000000000,2.161200000000000,0.574400000000000,0.227300000000000,0.652900000000000,0.880200000000000,0.442100000000000,0.433900000000000,0.000000000000000,0.400800000000000,0.739700000000000,0.446300000000000,2.020700000000000,0.421500000000000,7.534800000000000,0.604200000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,520.000000000000000,168.000000000000000,17.399999999999999,5.800000000000000,2840.000000000000000
-1,1400000US44001030601,030601,44, Rhode Island,RI,44001, Bristol,44001030601,"Census Tract 306.01, Bristol County, Rhode Island",4.268343710000000,3751.000000000000000,265.000000000000000,1447.000000000000000,62.000000000000000,1386.000000000000000,73.000000000000000,222.000000000000000,160.000000000000000,252.000000000000000,130.000000000000000,33888.000000000000000,4371.000000000000000,245.000000000000000,94.000000000000000,624.000000000000000,94.000000000000000,961.000000000000000,176.000000000000000,281.000000000000000,85.000000000000000,165.000000000000000,75.799999999999997,103.000000000000000,387.000000000000000,31.000000000000000,53.399999999999999,62.000000000000000,43.700000000000003,0.000000000000000,12.000000000000000,0.000000000000000,17.000000000000000,22.000000000000000,18.000000000000000,67.000000000000000,68.000000000000000,6.100000000000000,4.400000000000000,12.199999999999999,5.800000000000000,33888.000000000000000,4371.000000000000000,9.600000000000000,3.600000000000000,16.600000000000001,2.800000000000000,25.600000000000001,4.300000000000000,7.600000000000000,2.400000000000000,11.900000000000000,5.400000000000000,2.700000000000000,10.300000000000001,0.900000000000000,1.600000000000000,4.300000000000000,3.000000000000000,0.000000000000000,2.400000000000000,0.000000000000000,1.200000000000000,1.600000000000000,1.300000000000000,1.800000000000000,1.800000000000000,0.276900000000000,0.739700000000000,0.358300000000000,0.388400000000000,1.763300000000000,0.454200000000000,0.607400000000000,0.822300000000000,0.078500000000000,0.698300000000000,2.206600000000000,0.607400000000000,0.049600000000000,0.371900000000000,0.421500000000000,0.202500000000000,0.351200000000000,0.000000000000000,0.000000000000000,0.086800000000000,0.686000000000000,1.124000000000000,0.128100000000000,5.515400000000000,0.254200000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,244.000000000000000,98.000000000000000,6.600000000000000,2.700000000000000,3936.000000000000000
-1,1400000US44001030602,030602,44, Rhode Island,RI,44001, Bristol,44001030602,"Census Tract 306.02, Bristol County, Rhode Island",1.268724610000000,3807.000000000000000,278.000000000000000,1845.000000000000000,84.000000000000000,1735.000000000000000,98.000000000000000,422.000000000000000,213.000000000000000,257.000000000000000,142.000000000000000,30977.000000000000000,3330.000000000000000,326.000000000000000,136.000000000000000,958.000000000000000,132.000000000000000,548.000000000000000,168.000000000000000,617.000000000000000,151.000000000000000,132.000000000000000,71.200000000000003,77.000000000000000,396.000000000000000,35.000000000000000,52.799999999999997,283.000000000000000,80.700000000000003,0.000000000000000,12.000000000000000,21.000000000000000,35.100000000000001,115.000000000000000,51.000000000000000,154.000000000000000,105.000000000000000,11.400000000000000,5.600000000000000,12.400000000000000,6.200000000000000,30977.000000000000000,3330.000000000000000,11.300000000000001,4.500000000000000,25.199999999999999,3.400000000000000,14.400000000000000,4.300000000000000,16.699999999999999,4.000000000000000,7.600000000000000,4.100000000000000,2.000000000000000,10.400000000000000,0.900000000000000,1.400000000000000,15.300000000000001,4.300000000000000,0.000000000000000,1.900000000000000,1.200000000000000,2.000000000000000,6.600000000000000,2.900000000000000,4.000000000000000,2.700000000000000,0.520700000000000,0.760300000000000,0.479200000000000,0.483500000000000,2.243600000000000,0.608300000000000,0.938000000000000,0.144600000000000,0.843000000000000,0.504100000000000,2.429800000000000,0.772700000000000,0.033100000000000,0.376000000000000,0.409100000000000,0.194200000000000,0.735500000000000,0.000000000000000,0.533100000000000,0.466900000000000,0.863600000000000,2.599200000000000,0.702500000000000,7.681600000000000,0.633300000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,1.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,1.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,1.000000000000000,475.000000000000000,224.000000000000000,12.900000000000000,6.000000000000000,2516.000000000000000
-1,1400000US44001030700,030700,44, Rhode Island,RI,44001, Bristol,44001030700,"Census Tract 307, Bristol County, Rhode Island",0.419273180000000,4042.000000000000000,372.000000000000000,2227.000000000000000,94.000000000000000,1973.000000000000000,152.000000000000000,797.000000000000000,317.000000000000000,239.000000000000000,127.000000000000000,27200.000000000000000,4430.000000000000000,547.000000000000000,161.000000000000000,714.000000000000000,176.000000000000000,550.000000000000000,231.000000000000000,810.000000000000000,177.000000000000000,69.000000000000000,68.000000000000000,196.000000000000000,517.000000000000000,192.000000000000000,96.000000000000000,341.000000000000000,110.500000000000000,0.000000000000000,12.000000000000000,45.000000000000000,50.399999999999999,301.000000000000000,110.000000000000000,10.000000000000000,9.000000000000000,19.699999999999999,7.400000000000000,11.199999999999999,5.600000000000000,27200.000000000000000,4430.000000000000000,18.300000000000001,5.200000000000000,17.699999999999999,4.300000000000000,13.600000000000000,5.600000000000000,20.000000000000000,4.200000000000000,3.500000000000000,3.400000000000000,4.800000000000000,12.800000000000001,4.900000000000000,2.400000000000000,15.300000000000001,4.900000000000000,0.000000000000000,1.600000000000000,2.300000000000000,2.600000000000000,15.300000000000001,5.000000000000000,0.200000000000000,0.200000000000000,0.743800000000000,0.677700000000000,0.608300000000000,0.723100000000000,2.753000000000000,0.741700000000000,0.690100000000000,0.115700000000000,0.971100000000000,0.124000000000000,1.900800000000000,0.396700000000000,0.148800000000000,0.714900000000000,0.863600000000000,0.433900000000000,0.731400000000000,0.000000000000000,0.719000000000000,0.789300000000000,0.359500000000000,2.599200000000000,0.702500000000000,8.116600000000000,0.670800000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,1.000000000000000,0.000000000000000,1.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,1.000000000000000,629.000000000000000,212.000000000000000,15.600000000000000,4.900000000000000,2728.000000000000000
-1,1400000US44001030800,030800,44, Rhode Island,RI,44001, Bristol,44001030800,"Census Tract 308, Bristol County, Rhode Island",2.310325490000000,5609.000000000000000,352.000000000000000,1741.000000000000000,77.000000000000000,1593.000000000000000,108.000000000000000,209.000000000000000,101.000000000000000,228.000000000000000,86.000000000000000,25588.000000000000000,3194.000000000000000,317.000000000000000,92.000000000000000,789.000000000000000,128.000000000000000,477.000000000000000,116.000000000000000,548.000000000000000,135.000000000000000,88.000000000000000,60.000000000000000,452.000000000000000,492.199999999999990,126.000000000000000,84.299999999999997,45.000000000000000,50.000000000000000,0.000000000000000,17.000000000000000,23.000000000000000,24.399999999999999,111.000000000000000,62.000000000000000,2146.000000000000000,322.000000000000000,6.000000000000000,2.800000000000000,7.500000000000000,2.700000000000000,25588.000000000000000,3194.000000000000000,11.500000000000000,3.300000000000000,14.100000000000000,2.400000000000000,8.500000000000000,2.000000000000000,9.800000000000001,2.400000000000000,5.500000000000000,3.700000000000000,8.100000000000000,8.800000000000001,2.300000000000000,1.500000000000000,2.600000000000000,2.900000000000000,0.000000000000000,2.000000000000000,1.400000000000000,1.500000000000000,7.000000000000000,3.800000000000000,38.299999999999997,5.200000000000000,0.256200000000000,0.355400000000000,0.675000000000000,0.500000000000000,1.786600000000000,0.458300000000000,0.409100000000000,0.045500000000000,0.194200000000000,0.314000000000000,0.962800000000000,0.049600000000000,0.314000000000000,0.582600000000000,0.896700000000000,0.446300000000000,0.272700000000000,0.000000000000000,0.590900000000000,0.495900000000000,0.971100000000000,2.330600000000000,0.578500000000000,5.976700000000000,0.350000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,1.000000000000000,1.000000000000000,1.000000000000000,449.000000000000000,144.000000000000000,8.000000000000000,2.600000000000000,7290.000000000000000
-1,1400000US44001030901,030901,44, Rhode Island,RI,44001, Bristol,44001030901,"Census Tract 309.01, Bristol County, Rhode Island",2.516643340000000,6083.000000000000000,384.000000000000000,2268.000000000000000,107.000000000000000,2177.000000000000000,130.000000000000000,288.000000000000000,141.000000000000000,426.000000000000000,145.000000000000000,32956.000000000000000,3168.000000000000000,607.000000000000000,180.000000000000000,1035.000000000000000,165.000000000000000,1308.000000000000000,146.000000000000000,663.000000000000000,175.000000000000000,69.000000000000000,57.700000000000003,357.000000000000000,561.700000000000050,336.000000000000000,172.699999999999990,91.000000000000000,91.000000000000000,0.000000000000000,17.000000000000000,0.000000000000000,24.000000000000000,122.000000000000000,102.000000000000000,195.000000000000000,144.000000000000000,4.900000000000000,2.400000000000000,12.199999999999999,3.900000000000000,32956.000000000000000,3168.000000000000000,14.000000000000000,3.900000000000000,17.000000000000000,2.600000000000000,21.500000000000000,2.000000000000000,11.300000000000001,3.200000000000000,3.200000000000000,2.600000000000000,5.900000000000000,9.199999999999999,5.800000000000000,2.900000000000000,4.000000000000000,4.000000000000000,0.000000000000000,1.500000000000000,0.000000000000000,1.100000000000000,5.600000000000000,4.700000000000000,3.200000000000000,2.400000000000000,0.177700000000000,0.739700000000000,0.400000000000000,0.644600000000000,1.962000000000000,0.504200000000000,0.640500000000000,0.607400000000000,0.326400000000000,0.099200000000000,1.673600000000000,0.260300000000000,0.223100000000000,0.747900000000000,0.971100000000000,0.487600000000000,0.334700000000000,0.000000000000000,0.000000000000000,0.417400000000000,0.805800000000000,1.557900000000000,0.264500000000000,6.164500000000000,0.416700000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,441.000000000000000,213.000000000000000,7.500000000000000,3.600000000000000,3275.000000000000000
